customer_id,name,months_as_customer,age,country,street_addrees,city,state,state_code,insured_zip,email_address,phone_number,insured_sex,national_id,creditcard_number,creditcard_type,creditcard_exp,creditcard_cvv,insured_education_level,insured_hobbies,insured_relationship,insured_occupation,marital_status,customer_lifetime_value,no_of_policies,no_of_closed_complaints,no_of_communications,no_of_complaints,no_of_open_complaints
93JLUA0,Steve Jackson,350,50,US,13135 Louetta,Cypress,Texas,TX,459429,ekollachgg@wunderground.com,301-320-9184,FEMALE,267-23-5374,3.00E+13,Diners Club,20-Jul,8277,Masters,board-games,other-relative,priv-house-serv,Married,4698.521352,1,0,5,6,0
JA52O6I,Edward Mcclain,97,26,US,116 Lake Street South,Kirkland,Washington,WA,465456,ekollachgg@wunderground.com,713-859-9141,MALE,536-25-8654,3.00E+13,Diners Club,20-Jul,7045,College,sleeping,not-in-family,exec-managerial,Married,4698.521352,1,0,5,6,0
TKCYMJU,Melissa Darling,399,55,US,1700 S 10th Street,McAllen,Texas,TX,464665,jharrilllp@gizmodo.com,713-267-6918,MALE,598-86-4852,6.01E+15,Discover,22-Aug,3226,JD,sleeping,not-in-family,tech-support,Divorced,5270.013569,4,2,8,9,0
T2P3O2A,Joan Richardson,305,49,US,1500 N. Green Valley Parkway,Las Vegas,Nevada,NV,430853,jharrilllp@gizmodo.com,718-898-2363,FEMALE,196-14-1564,4.11E+15,VISA,22-Mar,6382,High School,bungie-jumping,own-child,farming-fishing,Divorced,5270.013569,4,2,8,9,0
YA25L1X,Toby Bonham,276,47,US,14075 Biscayne St,Miami Beach,Florida,FL,615712,jharrilllp@gizmodo.com,706-145-3672,MALE,789-02-3736,3.00E+13,Diners Club,23-Jul,9458,PhD,yachting,own-child,craft-repair,Divorced,5270.013569,4,2,8,9,0
FARBV3O,Jerry Messina,257,40,US,1001 W 75th Street,Woodridge,Illinois,IL,466132,mmachen7n@reuters.com,814-400-4498,MALE,204-81-0294,3.09E+15,JCB,20-Aug,8764,MD,base-jumping,husband,armed-forces,Married,2231.786517,1,2,1,7,1
DOKJODK,Curtis Mitchell,78,31,US,100 Northstar Dr,Truckee,California,CA,468176,mmachen7n@reuters.com,713-301-3478,MALE,161-55-7464,6.01E+15,Discover,19-Jun,6865,PhD,board-games,own-child,protective-serv,Married,2231.786517,1,2,1,7,1
BYZXB97,William White,129,28,US,18325 Aurora Ave N,Shoreline,Washington,WA,430632,rstirgessm4@dailymail.co.uk,585-958-6076,MALE,591-18-3589,4.11E+15,VISA,18-Jun,634,Masters,base-jumping,not-in-family,machine-op-inspct,Married,3187.351993,1,0,9,8,0
4GOG671,Phillip Rambo,283,46,US,16610 Valley View Avenue,La Mirada,California,CA,608117,rstirgessm4@dailymail.co.uk,504-829-6512,FEMALE,546-65-3598,3.00E+13,Diners Club,19-Jul,4876,PhD,reading,husband,transport-moving,Married,3187.351993,1,0,9,8,0
VWDNYRN,Jennie Bemis,85,25,US,1530 Old Alabama Road,Roswell,Georgia,GA,610706,mdisleyo0@nyu.edu,832-406-0923,FEMALE,147-86-7757,3.09E+15,JCB,20-Apr,4885,JD,base-jumping,unmarried,tech-support,Married,8500.909417,7,1,9,6,0
NOMZ0QP,Christopher Carter,101,26,US,1951 W Jefferson Ave,Naperville,Illinois,IL,478456,mdisleyo0@nyu.edu,208-934-1295,FEMALE,786-61-0717,3.00E+13,Diners Club,21-Jul,6641,MD,reading,husband,prof-specialty,Married,8500.909417,7,1,9,6,0
MYYBVIT,Martin Calico,96,30,US,177 Route 17 South,Paramus,New Jersey,NJ,441716,jpackman6p@wikia.com,412-148-8866,MALE,284-52-4882,3.09E+15,JCB,19-Aug,2829,College,hiking,wife,prof-specialty,Married,5330.593183,1,2,6,0,0
LJWG1US,Marc Jackson,121,31,US,136-38 Linwood Plaza,Fort Lee,New Jersey,NJ,603195,jpackman6p@wikia.com,907-310-0359,FEMALE,754-55-4310,6.01E+15,Discover,18-Mar,6671,JD,camping,unmarried,armed-forces,Married,5330.593183,1,2,6,0,0
AVP0KJA,Richard Athayde,176,39,US,1101 E Hwy 24,Woodland Park,Colorado,CO,601734,jpackman6p@wikia.com,330-638-6861,MALE,120-22-7181,6.01E+15,Discover,20-Aug,7358,College,sleeping,unmarried,armed-forces,Married,5330.593183,1,2,6,0,0
RJLRIOY,Earl Ryans,159,37,US,102 Lemmons Lane,Gaffney,South Carolina,SC,600983,mreaveleyqb@topsy.com,786-910-0208,MALE,582-27-7752,3.70E+14,American Express,18-Oct,9785,Associate,camping,wife,tech-support,Single,17526.17908,8,3,2,4,1
V3UFOMI,Alma Johns,120,30,US,1655 Beacon Street,Brookline,Massachusetts,MA,462283,mreaveleyqb@topsy.com,413-412-6547,FEMALE,706-03-2182,4.11E+15,VISA,22-Mar,5423,Associate,movies,husband,priv-house-serv,Single,17526.17908,8,3,2,4,1
5O7L2WB,Barbara Winograd,212,35,US,20055 Haggerty Road,Northville,Michigan,MI,615561,aerrington8z@spiegel.de,608-218-7598,MALE,215-02-8472,4.11E+15,VISA,22-Jul,6295,MD,video-games,unmarried,priv-house-serv,Single,22067.728,2,1,9,2,0
4743OJH,John Marchand,290,45,US,12442 W Ken Caryl Ave,Littleton,Colorado,CO,432220,cyounghusbanden@chronoengine.com,702-497-0367,FEMALE,385-65-7820,4.11E+15,VISA,20-Sep,5606,JD,cross-fit,wife,sales,Single,22986.15393,2,0,6,7,0
7CRRCOA,Karen Swann,299,42,US,1437 E. Gage Avenue,Los Angeles,California,CA,464652,cyounghusbanden@chronoengine.com,952-963-8176,FEMALE,521-13-0320,3.00E+13,Diners Club,23-Apr,4662,Associate,movies,wife,craft-repair,Single,22986.15393,2,0,6,7,0
3QQ5UKI,Jeff Vannorman,66,26,US,101 E. Main St,St. Charles,Illinois,IL,476685,lmcglue4n@indiegogo.com,336-298-4738,MALE,747-09-7762,3.70E+14,American Express,19-Sep,1179,College,skydiving,own-child,armed-forces,Single,17019.0061,2,0,2,9,0
USBRI9H,Chana Coker,334,47,US,11330 51st Ave NW,Gig Harbor,Washington,WA,458733,lmcglue4n@indiegogo.com,716-971-6496,MALE,496-64-0786,3.70E+14,American Express,18-Jun,2793,Masters,sleeping,other-relative,protective-serv,Single,17019.0061,2,0,2,9,0
T156I29,Rebecca Lester,216,38,US,10585 W. Indian School Rd,Avondale,Arizona,AZ,619884,lmcglue4n@indiegogo.com,240-533-2378,FEMALE,581-91-7471,3.09E+15,JCB,19-Jul,1128,Associate,board-games,unmarried,tech-support,Single,17019.0061,2,0,2,9,0
BG7NKST,Leona White,86,28,US,12850 State Rd 23,Granger,Indiana,IN,470610,spatkinn8@usda.gov,318-142-7162,MALE,438-10-2387,4.11E+15,VISA,19-Nov,3270,PhD,hiking,unmarried,transport-moving,Single,2453.336242,1,0,8,0,2
CVGPULZ,Tyler Martin,429,56,US,221 Main Street,Huntington Beach,California,CA,472135,spatkinn8@usda.gov,718-715-5877,MALE,409-67-9193,3.00E+13,Diners Club,20-Apr,8372,Associate,skydiving,own-child,machine-op-inspct,Single,2453.336242,1,0,8,0,2
ZVUXXQ4,Clyde Lawrence,257,43,US,21 North Park Ave,Rockville Center,New York,NY,477670,dcoyejk@pcworld.com,817-205-8994,FEMALE,289-93-9530,3.70E+14,American Express,23-Dec,7608,PhD,base-jumping,husband,handlers-cleaners,Married,2690.477161,1,1,3,0,0
5WY2A2K,David Kendrick,15,34,US,21365 SW Baler Way,Sherwood,Oregon,OR,618845,dcoyejk@pcworld.com,754-178-3326,MALE,182-36-3850,3.00E+13,Diners Club,22-Mar,1589,JD,cross-fit,not-in-family,tech-support,Married,2690.477161,1,1,3,0,0
YCOVK1I,Martha Mares,230,39,US,110 Trinity Point Drive,Washington Township,Pennsylvania,PA,442479,dcoyejk@pcworld.com,502-725-3955,FEMALE,650-70-0577,3.09E+15,JCB,19-Dec,1700,MD,bungie-jumping,unmarried,craft-repair,Married,2690.477161,1,1,3,0,0
YEBQ1ZX,James Davis,250,43,US,1410 East Roseville Parkway,Roseville,California,CA,443920,aingallab@gnu.org,480-949-5817,FEMALE,842-77-3741,4.11E+15,VISA,21-Jun,7651,JD,polo,own-child,tech-support,Married,4751.280948,1,3,4,7,0
4DYN9O7,Keith Anthony,270,44,US,1235 East Higgins Road,Schaumburg,Illinois,IL,453148,mreaveleyqb@topsy.com,619-949-9285,FEMALE,861-80-1036,6.01E+15,Discover,20-Oct,1653,Associate,paintball,other-relative,machine-op-inspct,Single,17526.17908,8,3,2,4,1
Z2LIQC3,Evelyn Moore,65,26,US,18931 Bothell Way NE,Bothell,Washington,WA,434733,bmagrannellcl@java.com,202-322-1378,FEMALE,510-69-9056,3.00E+13,Diners Club,22-Sep,3587,High School,camping,unmarried,craft-repair,Single,2298.379166,1,1,4,9,0
WIM8PE8,Leandro Clark,475,57,US,18425 NW West Union Rd,Portland,Oregon,OR,613982,bmagrannellcl@java.com,757-302-6643,MALE,250-16-2811,6.01E+15,Discover,21-Dec,7851,Masters,skydiving,own-child,adm-clerical,Single,2298.379166,1,1,4,9,0
FY7R9H5,James Zhu,77,27,US,1677 N. Farwell Street,Milwaukee,Wisconsin,WI,436984,bmagrannellcl@java.com,212-978-4291,FEMALE,357-07-2003,3.00E+13,Diners Club,19-Sep,2811,High School,base-jumping,own-child,adm-clerical,Single,2298.379166,1,1,4,9,0
OLF8RA2,Bruce Allen,256,43,US,1050 Park Manor Blvd,Pittsburgh,Pennsylvania,PA,607730,kstroddergm@bing.com,803-807-8652,FEMALE,496-10-6328,6.01E+15,Discover,18-Mar,916,MD,golf,unmarried,prof-specialty,Divorced,4522.883533,9,2,4,4,0
MKDM22W,Kevin Woods,229,37,US,100 Wall Street,New York,New York,NY,609837,kstroddergm@bing.com,706-901-4614,FEMALE,454-94-4423,3.70E+14,American Express,19-Dec,3310,MD,paintball,not-in-family,craft-repair,Divorced,4522.883533,9,2,4,4,0
KRYWU2K,Nancy Cambre,110,28,US,15 S. PROSPECT AVE.,Park Ridge,Illinois,IL,432211,kstroddergm@bing.com,203-751-1286,MALE,403-49-3264,3.70E+14,American Express,23-Jun,8195,College,movies,other-relative,other-service,Divorced,4522.883533,9,2,4,4,0
L66N0G3,Russell Chang,177,33,US,1351 West Davis,Conroe,Texas,TX,473328,bhaburne11@storify.com,619-475-9046,MALE,118-80-0541,3.00E+13,Diners Club,19-Sep,1398,College,yachting,wife,adm-clerical,Single,2481.842224,1,1,8,4,0
8BCW5L3,David Jones,292,44,US,1613 Southlake Mall Dr.,Merrillville,Indiana,IN,610393,bhaburne11@storify.com,616-575-4860,MALE,698-29-1950,4.11E+15,VISA,20-Nov,9849,PhD,basketball,unmarried,priv-house-serv,Single,2481.842224,1,1,8,4,0
PKF1V4H,Fernando Arthur,451,61,US,10831 Foothill Blvd.,Rancho Cucamonga,California,CA,614780,bhaburne11@storify.com,203-873-9558,FEMALE,345-83-3487,3.70E+14,American Express,20-Jun,6295,Associate,polo,unmarried,transport-moving,Single,2481.842224,1,1,8,4,0
X8M7Z2D,Gail Adams,61,24,US,1663 Branham Ln,San Jose,California,CA,472248,vohearaj@home.pl,510-341-0904,FEMALE,270-91-6841,3.70E+14,American Express,21-Apr,582,College,paintball,other-relative,priv-house-serv,Single,2648.350463,1,0,9,6,0
YJ6CZMJ,Cleveland Bryant,150,30,US,1000 Universal Studios Plaza,Orlando,Florida,FL,603381,nshapter42@github.io,510-846-8423,MALE,773-16-6901,3.00E+13,Diners Club,21-Jun,1541,MD,polo,own-child,prof-specialty,Married,5585.30807,9,0,3,7,0
MXQ9VN9,Leonard Moore,283,41,US,1000 North Bristol St.,Newport Beach,California,CA,479224,nshapter42@github.io,817-187-2614,FEMALE,498-76-5490,4.11E+15,VISA,21-Mar,3893,Associate,reading,own-child,sales,Married,5585.30807,9,0,3,7,0
Z8FTLQ1,Michael Peters,291,46,US,2195 E. Shaw Ave,Clovis,California,CA,430141,bwhitley3v@symantec.com,702-303-6581,FEMALE,581-09-2653,6.01E+15,Discover,20-Nov,6249,High School,polo,own-child,adm-clerical,Single,11044.10847,2,0,3,5,0
FQT9ZJ9,Amy Spiva,162,31,US,11601 Canyon Rd East,Puyallup,Washington,WA,620757,bwhitley3v@symantec.com,760-277-6466,FEMALE,363-56-1362,3.00E+13,Diners Club,21-Mar,2218,Masters,chess,wife,adm-clerical,Single,11044.10847,2,0,3,5,0
3IE6OGO,Bonnie Remley,154,36,US,19914 Park Row,Katy,Texas,TX,615901,bwhitley3v@symantec.com,253-646-2360,FEMALE,558-25-0237,6.01E+15,Discover,19-Aug,9558,Masters,dancing,own-child,exec-managerial,Single,11044.10847,2,0,3,5,0
834TZCE,Katherine Ross,289,47,US,228 East Plaza St.,Eagle,Idaho,ID,474615,jjuris3r@smugmug.com,754-482-0806,FEMALE,679-44-8798,3.70E+14,American Express,23-Mar,8382,Associate,hiking,own-child,adm-clerical,Single,2485.886754,1,2,7,9,0
0KYKNQL,Dorothy Gonzales,10,19,US,15600 Hesperian Boulevard,San Lorenzo,California,CA,456446,jjuris3r@smugmug.com,847-682-1704,FEMALE,845-87-8528,6.01E+15,Discover,19-Oct,7256,JD,yachting,wife,craft-repair,Single,2485.886754,1,2,7,9,0
DQRCFWI,Joseph Osborne,309,47,US,1200 N Nappanee St,Elkhart,Indiana,IN,470577,jjuris3r@smugmug.com,814-395-7862,MALE,378-43-7324,6.01E+15,Discover,22-Jun,3752,PhD,hiking,other-relative,exec-managerial,Single,2485.886754,1,2,7,9,0
MQWD4HF,Ruth Davis,396,57,US,189 Boston Post Road West,Marlborough,Massachusetts,MA,441648,acarmani3@netvibes.com,225-464-4392,MALE,840-80-4920,3.70E+14,American Express,22-Jul,8372,High School,exercise,other-relative,protective-serv,Divorced,16331.43396,2,2,5,4,0
D86G4XP,Buddy Steinberg,273,41,US,1121 East Springcreek Parkway,Plano,Texas,TX,433782,acarmani3@netvibes.com,262-570-2381,FEMALE,471-16-7717,3.09E+15,JCB,23-Oct,4439,PhD,dancing,own-child,farming-fishing,Divorced,16331.43396,2,2,5,4,0
CTE7ZKF,James Watson,129,30,US,17308 Ventura Blvd.,Encino,California,CA,468104,acarmani3@netvibes.com,432-175-5363,FEMALE,586-24-6396,6.01E+15,Discover,23-Mar,2410,PhD,video-games,husband,sales,Divorced,16331.43396,2,2,5,4,0
G913F91,Michael Winslow,140,31,US,14175 W Indian Sch R,Goodyear,Arizona,AZ,459407,vwillimont69@arizona.edu,339-515-8073,FEMALE,558-99-4232,4.11E+15,VISA,20-Oct,2172,JD,base-jumping,wife,armed-forces,Divorced,7247.495684,3,2,8,6,1
VFUF71J,William Britton,419,53,US,2159 West Belmont Ave.,Chicago,Illinois,IL,472573,vwillimont69@arizona.edu,413-719-8225,MALE,779-30-5919,3.00E+13,Diners Club,23-Apr,9604,College,chess,unmarried,transport-moving,Divorced,7247.495684,3,2,8,6,1
JSFBOJA,Dennis Petersen,315,44,US,22000 Salamo Rd.,West Linn,Oregon,OR,433473,vwillimont69@arizona.edu,206-482-4466,FEMALE,188-37-3206,3.00E+13,Diners Club,20-Oct,8209,Masters,reading,other-relative,sales,Divorced,7247.495684,3,2,8,6,1
98EJAH5,Jean Henderson,72,29,US,1767 King St,Alexandria,Virginia,VA,446326,csignorellih0@mtv.com,253-748-8017,FEMALE,487-90-9267,4.11E+15,VISA,22-Aug,4442,Associate,exercise,own-child,craft-repair,Married,3686.723847,1,1,4,7,0
A1L7T0K,Walter Conn,32,26,US,14620 SE McLoughlin Blvd,Milwaukie,Oregon,OR,435481,csignorellih0@mtv.com,240-971-1486,MALE,108-87-3977,3.70E+14,American Express,19-Dec,3846,JD,polo,not-in-family,other-service,Married,3686.723847,1,1,4,7,0
5SF93RH,Diane Claytor,230,41,US,1725 74th St,West Des Moines,Iowa,IA,477310,csignorellih0@mtv.com,405-642-0665,MALE,339-46-1612,3.70E+14,American Express,22-Nov,4539,JD,sleeping,own-child,transport-moving,Married,3686.723847,1,1,4,7,0
EOHRJY1,Steven Moniz,157,32,US,1201 North Main St.,Suffolk,Virginia,VA,609930,gpettendrich4o@mayoclinic.com,973-468-4287,MALE,460-08-3612,3.09E+15,JCB,22-Sep,7897,College,reading,other-relative,other-service,Divorced,15762.53198,2,1,1,9,0
WBUSL8J,Harry Dillard,265,41,US,1641 S Stapley Rd,Mesa,Arizona,AZ,603993,gpettendrich4o@mayoclinic.com,215-187-1143,FEMALE,862-17-4281,3.00E+13,Diners Club,23-Oct,8085,Associate,sleeping,own-child,craft-repair,Divorced,15762.53198,2,1,1,9,0
8CUZ2VZ,Laura Kiernan,47,34,US,2225 Louisiana,Houston,Texas,TX,437818,gpettendrich4o@mayoclinic.com,803-523-8855,FEMALE,399-77-7133,3.00E+13,Diners Club,18-May,4773,PhD,base-jumping,other-relative,exec-managerial,Divorced,15762.53198,2,1,1,9,0
EWNB7C6,Leonard Koch,113,29,US,22855 NE Park Lane,Wood Village,Oregon,OR,478423,aflacknellhd@shop-pro.jp,303-452-6619,MALE,509-70-6148,4.11E+15,VISA,18-May,5749,PhD,golf,not-in-family,exec-managerial,Married,5257.241485,4,0,6,2,0
PE3TG3K,Mitch Barnes,289,46,US,1187 Polaris Parkway,Columbus,Ohio,OH,467784,vohearaj@home.pl,602-679-3959,MALE,626-34-0621,5.50E+15,Master Card,23-Aug,7426,JD,chess,unmarried,armed-forces,Single,2648.350463,1,0,9,6,0
EC3BUPT,Jean Carlton,254,41,US,1501 State Hwy 7,Hopkins,Minnesota,MN,606714,vohearaj@home.pl,479-345-6747,FEMALE,186-84-7760,6.01E+15,Discover,20-Nov,547,Masters,board-games,own-child,protective-serv,Single,2648.350463,1,0,9,6,0
5COEBBD,Daniel Brann,115,30,US,18320 NW Evergreen Pkwy,Aloha,Oregon,OR,464691,rortzenqd@wikia.com,916-972-5939,MALE,315-25-4206,6.01E+15,Discover,23-May,2186,High School,base-jumping,wife,prof-specialty,Married,5007.672425,3,2,9,0,0
CA0X9L7,Jamie Wagers,236,38,US,205 N. McDowell,Petaluma,California,CA,431683,rortzenqd@wikia.com,561-154-9498,FEMALE,614-93-5357,3.09E+15,JCB,19-Jun,7643,College,paintball,not-in-family,other-service,Married,5007.672425,3,2,9,0,0
VE8PMH3,Selma Zieba,7,21,US,22815 Victory Blvd.,West Hills,California,CA,431725,rortzenqd@wikia.com,225-758-8541,MALE,545-40-8781,3.70E+14,American Express,18-Sep,902,Associate,camping,wife,machine-op-inspct,Married,5007.672425,3,2,9,0,0
ZUCYE2V,Mary Robinson,208,36,US,17396 W. Center Road,Omaha,Nebraska,NE,609216,akroinm6@hostgator.com,202-469-9515,MALE,209-46-1598,4.11E+15,VISA,22-May,556,JD,base-jumping,wife,machine-op-inspct,Single,4889.25278,6,1,9,1,0
GQQIRDR,Donald Brumfield,126,33,US,10 Michael Drive,Farmingdale,New York,NY,452787,akroinm6@hostgator.com,806-655-7539,FEMALE,342-47-9080,3.09E+15,JCB,23-Apr,1133,JD,sleeping,own-child,priv-house-serv,Single,4889.25278,6,1,9,1,0
9KFOZTY,Denice Rinaldi,48,35,US,2045 SE Division St,Portland,Oregon,OR,468767,akroinm6@hostgator.com,901-313-6753,FEMALE,758-89-3942,6.01E+15,Discover,23-Apr,5886,JD,golf,unmarried,exec-managerial,Single,4889.25278,6,1,9,1,0
RBGV1QI,Brent Webb,297,48,US,139 Flatbush Ave,Brooklyn,New York,NY,435489,rtoffaniniea@abc.net.au,816-791-4976,MALE,756-63-8570,3.00E+13,Diners Club,21-Nov,4355,PhD,golf,other-relative,exec-managerial,Divorced,5580.960642,9,0,2,3,0
LXDD2QZ,Darlene Glenn,160,36,US,16510 Mequon Rd.,Germantown,Wisconsin,WI,450149,rtoffaniniea@abc.net.au,504-922-3906,FEMALE,237-06-6254,3.09E+15,JCB,20-Jul,4662,High School,board-games,husband,prof-specialty,Divorced,5580.960642,9,0,2,3,0
FJSHNGU,Beth Hunt,406,58,US,2201-2219 South Broad Street,Philadelphia,Pennsylvania,PA,458364,evalentinuzzi8k@privacy.gov.au,714-366-8325,MALE,765-39-9243,6.01E+15,Discover,20-May,6684,MD,video-games,own-child,exec-managerial,Married,9189.518267,5,0,5,5,4
P7RHTOQ,Yvonne Phillips,157,31,US,2 Camino Sobrante,Orinda,California,CA,476458,askitch4v@ox.ac.uk,601-837-1811,MALE,693-13-5802,6.01E+15,Discover,18-May,2326,High School,reading,own-child,farming-fishing,Married,4027.703503,1,0,0,3,0
4T1TC8S,Ashley Bowman,146,31,US,21 Neverland Drive,Lewis,Ohio,OH,602433,askitch4v@ox.ac.uk,608-176-4288,FEMALE,524-40-9021,3.00E+13,Diners Club,22-Dec,9587,PhD,video-games,not-in-family,machine-op-inspct,Married,4027.703503,1,0,0,3,0
T289GRB,Douglas Jones,409,57,US,1783 Eatonton Rd,Madison,Georgia,GA,478575,askitch4v@ox.ac.uk,317-711-0838,MALE,521-39-4744,6.01E+15,Discover,19-Oct,8983,High School,exercise,unmarried,protective-serv,Married,4027.703503,1,0,0,3,0
VHUWQV8,Audrey Suriel,252,46,US,137 West Wood Street,Palatine,Illinois,IL,449718,wdunnett2t@apache.org,901-477-5530,MALE,872-20-5287,4.11E+15,VISA,21-Nov,9849,Masters,dancing,wife,adm-clerical,Single,2332.095228,1,0,6,8,0
2VJ3CBS,Sonny Castillo,6,27,US,1205 Campbell,Baker City,Oregon,OR,463181,wdunnett2t@apache.org,920-322-7036,FEMALE,707-89-4505,6.01E+15,Discover,22-Sep,9099,High School,dancing,unmarried,prof-specialty,Single,2332.095228,1,0,6,8,0
YE1F3ZX,Rebecca Johnson,103,33,US,1202 E. Wishkah St.,Aberdeen,Washington,WA,441992,wdunnett2t@apache.org,713-120-8309,MALE,263-51-8941,3.00E+13,Diners Club,23-May,1128,MD,exercise,own-child,armed-forces,Single,2332.095228,1,0,6,8,0
P97GHKV,Mariette Hunt,369,53,US,12742 Ocean Gateway,Ocean City,Maryland,MD,452597,wtrelevan4p@narod.ru,309-480-1316,FEMALE,468-29-1624,4.11E+15,VISA,23-Dec,7477,Masters,video-games,not-in-family,priv-house-serv,Married,3576.705025,1,1,8,0,0
21RTLJN,Lillian Holloway,261,46,US,210 Sixth Avenue,Pittsburgh,Pennsylvania,PA,614417,wtrelevan4p@narod.ru,347-936-6801,MALE,139-44-4256,3.09E+15,JCB,22-Sep,5630,MD,base-jumping,own-child,transport-moving,Married,3576.705025,1,1,8,0,0
TTE0FAM,Derick Becnel,159,33,US,2200 South Bell Street,Amarillo,Texas,TX,472895,wtrelevan4p@narod.ru,202-773-8243,FEMALE,606-88-2997,4.11E+15,VISA,22-Apr,2187,College,skydiving,husband,craft-repair,Married,3576.705025,1,1,8,0,0
JJFULBY,Debra Lockett,344,51,US,1650 US Hwy 98,Daphne,Alabama,AL,475847,doldroydekp@yellowbook.com,505-707-5415,MALE,593-28-3902,4.11E+15,VISA,19-Aug,3768,Associate,skydiving,other-relative,sales,Married,8104.43256,2,1,7,1,0
25A0DXY,James Russo,437,60,US,1350 N. Silverbell Rd.,Tucson,Arizona,AZ,476978,doldroydekp@yellowbook.com,585-209-5806,FEMALE,557-20-0025,3.09E+15,JCB,23-May,5708,College,cross-fit,unmarried,armed-forces,Married,8104.43256,2,1,7,1,0
CPPES8W,James Morris,65,30,US,11405 SW Beaverton-Hillsdale Hwy,Portland,Oregon,OR,600648,mgantzes@mayoclinic.com,337-470-6296,FEMALE,888-35-5389,6.01E+15,Discover,22-Mar,4324,College,skydiving,wife,transport-moving,Married,2248.449633,1,1,2,3,1
5BEYEZC,Joseph Whittle,280,41,US,2013 University Ave.,Oxford,Mississippi,MS,608335,mgantzes@mayoclinic.com,212-793-4883,MALE,654-46-7794,4.11E+15,VISA,19-Jun,4324,MD,exercise,husband,adm-clerical,Married,2248.449633,1,1,2,3,1
12B4UEB,Johnathan Freeman,269,45,US,1001 E Wooster St,Bowling Green,Ohio,OH,471600,mgantzes@mayoclinic.com,612-471-5387,FEMALE,282-34-9546,4.11E+15,VISA,20-Sep,8827,High School,sleeping,wife,machine-op-inspct,Married,2248.449633,1,1,2,3,1
2DJSI3Y,Corina Seevers,275,40,US,1000 H St NW,Washington,Washington DC,DC,441175,skissell8v@zimbio.com,302-620-5977,MALE,778-87-1894,4.11E+15,VISA,21-Nov,6684,Masters,camping,unmarried,exec-managerial,Married,8343.412804,9,1,1,2,0
21XKLVB,Harold Cho,265,45,US,200 Public Square,Cleveland,Ohio,OH,603123,skissell8v@zimbio.com,724-252-0952,FEMALE,742-76-7665,4.11E+15,VISA,19-Jun,3244,College,cross-fit,unmarried,exec-managerial,Married,8343.412804,9,1,1,2,0
M9N0Y3X,James Clark,283,43,US,1276 Town Center Dr,Eagan,Minnesota,MN,457767,skissell8v@zimbio.com,859-124-9405,FEMALE,652-58-7935,3.09E+15,JCB,20-Aug,1663,Associate,polo,not-in-family,adm-clerical,Married,8343.412804,9,1,1,2,0
I33Y3HE,Juan Seitz,84,29,US,180 Goodman Road East,Southhaven,Mississippi,MS,618498,jmccreath17@diigo.com,361-379-9525,FEMALE,881-23-9897,6.01E+15,Discover,20-Sep,7073,High School,video-games,not-in-family,machine-op-inspct,Married,3044.78946,1,0,6,5,0
9V1FCFR,Mia Radsky,247,44,US,18322 South Governors Highway,Homewood,Illinois,IL,605486,jmccreath17@diigo.com,203-266-5254,FEMALE,896-17-5668,3.09E+15,JCB,22-Oct,1043,College,camping,not-in-family,farming-fishing,Married,3044.78946,1,0,6,5,0
Y5HODAJ,Gerald Turner,56,29,US,206 Lake Drive,Covington,Louisiana,LA,617970,jmccreath17@diigo.com,763-738-8516,MALE,112-21-5525,3.70E+14,American Express,20-Apr,3536,Masters,movies,own-child,prof-specialty,Married,3044.78946,1,0,6,5,0
HHMS2Y7,Mary Tate,210,39,US,11 Webb Place,Dover,New Hampshire,NH,432934,mcaveau43@drupal.org,321-470-8982,MALE,402-05-2657,3.70E+14,American Express,21-Jun,2971,Associate,paintball,unmarried,armed-forces,Married,5335.015944,9,2,0,9,0
YXUEG5D,Kevin Taylor,108,32,US,1 Camino Sobrante,Orinda,California,CA,456762,mcaveau43@drupal.org,917-691-1579,FEMALE,138-55-3770,3.09E+15,JCB,21-Nov,4511,High School,basketball,unmarried,machine-op-inspct,Married,5335.015944,9,2,0,9,0
